"hs2","hs4","hs"
"73","7308","730840"
"73","7308","730890"
"73","7309","730900"
"73","7310","731010"
"73","7310","731021"
"73","7310","731029"
"73","7311","731100"
"73","7312","731210"
"73","7312","731290"
"73","7313","731300"
"73","7314","731412"
"73","7314","731414"
"73","7314","731419"
"73","7314","731420"
"73","7314","731431"
"73","7314","731439"
"73","7314","731441"
"73","7314","731442"
"73","7314","731449"
"73","7314","731450"
"73","7315","731511"
"73","7315","731512"
"73","7315","731519"
"73","7315","731520"
"73","7315","731581"
"73","7315","731582"
"73","7315","731589"
"73","7315","731590"
"73","7316","731600"
"73","7317","731700"
"73","7318","731811"
"73","7318","731812"
"73","7318","731813"
"73","7318","731814"
"73","7318","731815"
"73","7318","731816"
"73","7318","731819"
"73","7318","731821"
"73","7318","731822"
"73","7318","731823"
"73","7318","731824"
"73","7318","731829"
"73","7319","731940"
"73","7319","731990"
"73","7320","732010"
"73","7320","732020"
"73","7320","732090"
"73","7321","732111"
"73","7321","732119"
"73","7321","732181"
"73","7321","732182"
"73","7321","732189"
"73","7321","732190"
"73","7322","732219"
"73","7322","732290"
"73","7323","732310"
"73","7323","732391"
"73","7323","732392"
"73","7323","732393"
"73","7323","732394"
"73","7323","732399"
"73","7324","732410"
"73","7324","732421"
"73","7324","732429"
"73","7324","732490"
"73","7325","732510"
"73","7325","732599"
"73","7326","732611"
"73","7326","732619"
"73","7326","732620"
"73","7326","732690"
"74","7402","740200"
"74","7403","740311"
"74","7403","740313"
"74","7403","740319"
"74","7403","740321"
"74","7403","740322"
"74","7403","740329"
"74","7404","740400"
"74","7405","740500"
"74","7406","740610"
"74","7406","740620"
"74","7407","740710"
"74","7407","740721"
"74","7407","740729"
"74","7408","740811"
"74","7408","740819"
"74","7408","740821"
"74","7408","740822"
"74","7408","740829"
"74","7409","740911"
"74","7409","740919"
"74","7409","740921"
"74","7409","740929"
"74","7409","740931"
"74","7409","740939"
"74","7409","740940"
"74","7409","740990"
"74","7410","741011"
"74","7410","741012"
"74","7410","741021"
"74","7410","741022"
"74","7411","741110"
"74","7411","741121"
"74","7411","741122"
"74","7411","741129"
"74","7412","741210"
"74","7412","741220"
"74","7413","741300"
"74","7415","741510"
"74","7415","741521"
"74","7415","741529"
"74","7415","741533"
"74","7415","741539"
"74","7418","741810"
"74","7418","741820"
"74","7419","741910"
"74","7419","741991"
"74","7419","741999"
"75","7501","750120"
"75","7502","750210"
"75","7502","750220"
"75","7504","750400"
"75","7505","750511"
"75","7505","750512"
"75","7505","750521"
"75","7505","750522"
"75","7506","750610"
"75","7506","750620"
"75","7507","750711"
"75","7507","750712"
"75","7507","750720"
"75","7508","750810"
"75","7508","750890"
"76","7601","760110"
"76","7601","760120"
"76","7602","760200"
"76","7603","760310"
"76","7603","760320"
"76","7604","760410"
"76","7604","760421"
"76","7604","760429"
"76","7605","760511"
"76","7605","760519"
"76","7605","760521"
"76","7605","760529"
"76","7606","760611"
"76","7606","760612"
"76","7606","760691"
"76","7606","760692"
"76","7607","760711"
"76","7607","760719"
"76","7607","760720"
"76","7608","760810"
"76","7608","760820"
"76","7609","760900"
"76","7610","761010"
"76","7610","761090"
"76","7611","761100"
"76","7612","761210"
"76","7612","761290"
"76","7613","761300"
"76","7614","761410"
"76","7614","761490"
"76","7615","761510"
"76","7615","761520"
"76","7616","761610"
"76","7616","761691"
"76","7616","761699"
"78","7801","780110"
"78","7801","780191"
"78","7801","780199"
"78","7804","780411"
"78","7804","780419"
"78","7804","780420"
"78","7806","780600"
"79","7901","790111"
"79","7901","790112"
"79","7901","790120"
"79","7902","790200"
"79","7903","790310"
"79","7903","790390"
"79","7904","790400"
"79","7905","790500"
"79","7907","790700"
"80","8001","800110"
"80","8001","800120"
"80","8003","800300"
"80","8007","800700"
"81","8101","810110"
"81","8101","810194"
"81","8101","810196"
"81","8101","810197"
"81","8101","810199"
"81","8102","810210"
"81","8102","810294"
"81","8102","810295"
"81","8102","810296"
"81","8102","810299"
"81","8103","810320"
"81","8103","810330"
"81","8103","810390"
"81","8104","810411"
"81","8104","810419"
"81","8104","810430"
"81","8104","810490"
"81","8105","810520"
"81","8105","810590"
"81","8106","810600"
"81","8107","810720"
"81","8107","810790"
"81","8108","810820"
"81","8108","810890"
"81","8109","810920"
"81","8109","810990"
"81","8110","811010"
"81","8110","811090"
"81","8111","811100"
"81","8112","811212"
"81","8112","811219"
"81","8112","811221"
"81","8112","811229"
"81","8112","811251"
"81","8112","811259"
"81","8112","811292"
"81","8112","811299"
"81","8113","811300"
"82","8201","820110"
"82","8201","820130"
"82","8201","820140"
"82","8201","820150"
"82","8201","820160"
"82","8201","820190"
"82","8202","820210"
"82","8202","820220"
"82","8202","820231"
"82","8202","820239"
"82","8202","820240"
"82","8202","820291"
"82","8202","820299"
"82","8203","820310"
"82","8203","820320"
"82","8203","820330"
"82","8203","820340"
"82","8204","820411"
"82","8204","820412"
"82","8204","820420"
"82","8205","820510"
"82","8205","820520"
"82","8205","820530"
"82","8205","820540"
"82","8205","820551"
"82","8205","820559"
"82","8205","820560"
"82","8205","820570"
"82","8205","820590"
"82","8206","820600"
"82","8207","820713"
"82","8207","820719"
"82","8207","820720"
"82","8207","820730"
"82","8207","820740"
"82","8207","820750"
"82","8207","820760"
"82","8207","820770"
"82","8207","820780"
"82","8207","820790"
"82","8208","820810"
"82","8208","820820"
"82","8208","820830"
"82","8208","820840"
"82","8208","820890"
"82","8209","820900"
"82","8210","821000"
"82","8211","821110"
"82","8211","821191"
"82","8211","821192"
"82","8211","821193"
"82","8211","821194"
"82","8211","821195"
"82","8212","821210"
"82","8212","821220"
"82","8212","821290"
"82","8213","821300"
"82","8214","821410"
"82","8214","821420"
"82","8214","821490"
"82","8215","821510"
"82","8215","821520"
"82","8215","821591"
"82","8215","821599"
"83","8301","830110"
"83","8301","830120"
"83","8301","830130"
"83","8301","830140"
"83","8301","830150"
"83","8301","830160"
"83","8301","830170"
"83","8302","830210"
"83","8302","830220"
"83","8302","830230"
"83","8302","830241"
"83","8302","830242"
"83","8302","830249"
"83","8302","830250"
"83","8302","830260"
"83","8303","830300"
"83","8304","830400"
"83","8305","830510"
"83","8305","830520"
"83","8305","830590"
"83","8306","830610"
"83","8306","830621"
"83","8306","830629"
"83","8306","830630"
"83","8307","830710"
"83","8307","830790"
"83","8308","830810"
"83","8308","830820"
"83","8308","830890"
"83","8309","830910"
"83","8309","830990"
"83","8310","831000"
"83","8311","831110"
"83","8311","831120"
"83","8311","831130"
"83","8311","831190"
"84","8401","840130"
"84","8401","840140"
"84","8402","840219"
"84","8402","840290"
"84","8403","840310"
"84","8403","840390"
"84","8404","840420"
"84","8404","840490"
"84","8405","840510"
"84","8405","840590"
"84","8406","840681"
"84","8406","840682"
"84","8406","840690"
"84","8407","840710"
"84","8407","840721"
"84","8407","840729"
"84","8407","840733"
"84","8407","840734"
"84","8407","840790"
"84","8408","840810"
"84","8408","840820"
"84","8408","840890"
"84","8409","840910"
"84","8409","840991"
"84","8409","840999"
"84","8410","841011"
"84","8410","841090"
"84","8411","841111"
"84","8411","841112"
"84","8411","841121"
"84","8411","841181"
"84","8411","841182"
"84","8411","841191"
"84","8411","841199"
"84","8412","841210"
"84","8412","841221"
"84","8412","841229"
"84","8412","841231"
"84","8412","841239"
"84","8412","841280"
"84","8412","841290"
"84","8413","841311"
"84","8413","841319"
"84","8413","841320"
"84","8413","841330"
"84","8413","841340"
"84","8413","841350"
"84","8413","841360"
"84","8413","841370"
"84","8413","841381"
"84","8413","841382"
"84","8413","841391"
"84","8413","841392"
"84","8414","841410"
"84","8414","841420"
"84","8414","841430"
"84","8414","841440"
"84","8414","841451"
"84","8414","841459"
"84","8414","841460"
"84","8414","841480"
"84","8414","841490"
"84","8415","841510"
"84","8415","841520"
"84","8415","841581"
"84","8415","841582"
"84","8415","841583"
"84","8415","841590"
"84","8416","841610"
"84","8416","841620"
"84","8416","841630"
"84","8416","841690"
"84","8417","841710"
"84","8417","841720"
"84","8417","841780"
"84","8417","841790"
"84","8418","841810"
"84","8418","841821"
"84","8418","841830"
"84","8418","841840"
"84","8418","841850"
"84","8418","841861"
"84","8418","841869"
"84","8418","841891"
"84","8418","841899"
"84","8419","841911"
"84","8419","841919"
"84","8419","841920"
"84","8419","841931"
"84","8419","841932"
"84","8419","841939"
"84","8419","841940"
"84","8419","841950"
"84","8419","841960"
"84","8419","841981"
"84","8419","841989"
"84","8419","841990"
"84","8420","842010"
"84","8420","842091"
"84","8420","842099"
"84","8421","842112"
"84","8421","842119"
"84","8421","842121"
"84","8421","842122"
"84","8421","842123"
"84","8421","842129"
"84","8421","842131"
"84","8421","842139"
"84","8421","842191"
"84","8421","842199"
"84","8422","842211"
"84","8422","842219"
"84","8422","842220"
"84","8422","842230"
"84","8422","842240"
"84","8422","842290"
"84","8423","842310"
"84","8423","842320"
"84","8423","842330"
"84","8423","842381"
"84","8423","842382"
"84","8423","842389"
"84","8423","842390"
"84","8424","842410"
"84","8424","842420"
"84","8424","842430"
"84","8424","842441"
"84","8424","842449"
"84","8424","842482"
"84","8424","842489"
"84","8424","842490"
"84","8425","842511"
"84","8425","842519"
"84","8425","842531"
"84","8425","842539"
"84","8425","842541"
"84","8425","842542"
"84","8425","842549"
"84","8426","842611"
"84","8426","842612"
"84","8426","842619"
"84","8426","842630"
"84","8426","842641"
"84","8426","842649"
"84","8426","842699"
"84","8427","842710"
"84","8427","842720"
"84","8427","842790"
"84","8428","842810"
"84","8428","842820"
"84","8428","842832"
"84","8428","842833"
"84","8428","842839"
"84","8428","842860"
"84","8428","842890"
"84","8429","842911"
"84","8429","842920"
"84","8429","842940"
"84","8429","842951"
"84","8429","842952"
"84","8429","842959"
"84","8430","843010"
"84","8430","843020"
"84","8430","843031"
"84","8430","843039"
"84","8430","843041"
"84","8430","843049"
"84","8430","843050"
"84","8430","843061"
"84","8430","843069"
"84","8431","843110"
"84","8431","843120"
"84","8431","843131"
"84","8431","843139"
"84","8431","843141"
"84","8431","843142"
"84","8431","843143"
"84","8431","843149"
"84","8432","843210"
"84","8432","843221"
"84","8432","843229"
"84","8432","843231"
"84","8432","843239"
"84","8432","843241"
"84","8432","843242"
"84","8432","843280"
"84","8432","843290"
"84","8433","843311"
"84","8433","843319"
"84","8433","843320"
"84","8433","843330"
"84","8433","843340"
"84","8433","843351"
"84","8433","843353"
"84","8433","843359"
"84","8433","843360"
"84","8433","843390"
"84","8434","843410"
"84","8434","843420"
"84","8434","843490"
"84","8435","843510"
"84","8435","843590"
"84","8436","843610"
"84","8436","843621"
"84","8436","843629"
"84","8436","843680"
"84","8436","843691"
"84","8436","843699"
"84","8437","843710"
"84","8437","843780"
"84","8437","843790"
"84","8438","843810"
"84","8438","843820"
"84","8438","843830"
"84","8438","843840"
"84","8438","843850"
"84","8438","843860"
"84","8438","843880"
"84","8438","843890"
"84","8439","843910"
"84","8439","843930"
"84","8439","843991"
"84","8439","843999"
"84","8440","844010"
"84","8440","844090"
"84","8441","844110"
"84","8441","844130"
"84","8441","844140"
"84","8441","844180"
"84","8441","844190"
"84","8442","844230"
"84","8442","844240"
"84","8442","844250"
"84","8443","844313"
"84","8443","844314"
"84","8443","844315"
"84","8443","844316"
"84","8443","844317"
"84","8443","844319"
"84","8443","844331"
"84","8443","844332"
"84","8443","844339"
"84","8443","844391"
"84","8443","844399"
"84","8444","844400"
"84","8445","844511"
"84","8445","844519"
"84","8445","844530"
"84","8445","844540"
"84","8446","844610"
"84","8446","844630"
"84","8447","844711"
"84","8447","844712"
"84","8447","844720"
"84","8447","844790"
"84","8448","844819"
"84","8448","844820"
"84","8448","844831"
"84","8448","844832"
"84","8448","844833"
"84","8448","844839"
"84","8448","844842"
"84","8448","844849"
"84","8448","844851"
"84","8448","844859"
"84","8449","844900"
"84","8450","845011"
"84","8450","845020"
"84","8450","845090"
"84","8451","845110"
"84","8451","845121"
"84","8451","845129"
"84","8451","845130"
"84","8451","845140"
"84","8451","845150"
"84","8451","845180"
"84","8451","845190"
"84","8452","845210"
"84","8452","845221"
"84","8452","845229"
"84","8452","845230"
"84","8452","845290"
"84","8453","845310"
"84","8453","845320"
"84","8453","845390"
"84","8454","845410"
"84","8454","845420"
"84","8454","845430"
"84","8454","845490"
"84","8455","845510"
"84","8455","845521"
"84","8455","845522"
"84","8455","845530"
"84","8455","845590"
"84","8456","845611"
"84","8456","845620"
"84","8456","845630"
"84","8456","845640"
"84","8456","845650"
"84","8456","845690"
"84","8457","845710"
"84","8457","845720"
"84","8457","845730"
"84","8458","845811"
"84","8458","845819"
"84","8458","845891"
"84","8458","845899"
"84","8459","845910"
"84","8459","845921"
"84","8459","845929"
"84","8459","845941"
"84","8459","845949"
"84","8459","845961"
"84","8459","845969"
"84","8459","845970"
"84","8460","846012"
"84","8460","846019"
"84","8460","846022"
"84","8460","846023"
"84","8460","846024"
"84","8460","846029"
"84","8460","846031"
"84","8460","846039"
"84","8460","846040"
"84","8460","846090"
"84","8461","846130"
"84","8461","846140"
"84","8461","846150"
"84","8461","846190"
"84","8462","846210"
"84","8462","846221"
"84","8462","846229"
"84","8462","846231"
"84","8462","846239"
"84","8462","846241"
"84","8462","846249"
"84","8462","846291"
"84","8462","846299"
"84","8463","846310"
"84","8463","846320"
"84","8463","846330"
"84","8463","846390"
"84","8464","846410"
"84","8464","846420"
"84","8464","846490"
"84","8465","846510"
"84","8465","846591"
"84","8465","846592"
"84","8465","846593"
"84","8465","846594"
"84","8465","846595"
"84","8465","846596"
"84","8465","846599"
"84","8466","846610"
"84","8466","846620"
"84","8466","846630"
"84","8466","846691"
"84","8466","846692"
"84","8466","846693"
"84","8466","846694"
"84","8467","846711"
"84","8467","846719"
"84","8467","846721"
"84","8467","846722"
"84","8467","846729"
"84","8467","846781"
"84","8467","846789"
"84","8467","846791"
"84","8467","846792"
"84","8467","846799"
"84","8468","846810"
"84","8468","846820"
"84","8468","846880"
"84","8468","846890"
"84","8470","847010"
"84","8470","847021"
"84","8470","847029"
"84","8470","847030"
"84","8470","847050"
"84","8470","847090"
"84","8471","847130"
"84","8471","847141"
"84","8471","847149"
"84","8471","847150"
"84","8471","847160"
"84","8471","847170"
"84","8471","847180"
"84","8471","847190"
"84","8472","847230"
"84","8472","847290"
"84","8473","847321"
"84","8473","847329"
"84","8473","847330"
"84","8473","847340"
"84","8473","847350"
"84","8474","847410"
"84","8474","847420"
"84","8474","847431"
"84","8474","847432"
"84","8474","847439"
"84","8474","847480"
"84","8474","847490"
"84","8475","847510"
"84","8475","847521"
"84","8475","847529"
"84","8475","847590"
"84","8476","847621"
"84","8476","847681"
"84","8476","847689"
"84","8476","847690"
"84","8477","847710"
"84","8477","847720"
"84","8477","847730"
"84","8477","847740"
"84","8477","847751"
"84","8477","847759"
"84","8477","847780"
"84","8477","847790"
"84","8478","847810"
"84","8479","847910"
"84","8479","847920"
"84","8479","847940"
"84","8479","847950"
"84","8479","847960"
"84","8479","847979"
"84","8479","847981"
"84","8479","847982"
"84","8479","847989"
"84","8479","847990"
"84","8480","848010"
"84","8480","848020"
"84","8480","848030"
"84","8480","848041"
"84","8480","848049"
"84","8480","848050"
"84","8480","848060"
"84","8480","848071"
"84","8480","848079"
"84","8481","848110"
"84","8481","848120"
"84","8481","848130"
"84","8481","848140"
"84","8481","848180"
"84","8481","848190"
"84","8482","848210"
"84","8482","848220"
"84","8482","848230"
"84","8482","848240"
"84","8482","848250"
"84","8482","848280"
"84","8482","848291"
"84","8482","848299"
"84","8483","848310"
"84","8483","848320"
"84","8483","848330"
"84","8483","848340"
"84","8483","848350"
"84","8483","848360"
"84","8483","848390"
"84","8484","848410"
"84","8484","848420"
"84","8484","848490"
"84","8486","848610"
"84","8486","848620"
"84","8486","848630"
"84","8486","848640"
"84","8486","848690"
"84","8487","848710"
"84","8487","848790"
"85","8501","850110"
"85","8501","850120"
"85","8501","850131"
"85","8501","850132"
"85","8501","850133"
"85","8501","850134"
"85","8501","850140"
"85","8501","850151"
"85","8501","850152"
"85","8501","850153"
"85","8501","850161"
"85","8501","850162"
"85","8501","850163"
"85","8501","850164"
"85","8502","850211"
"85","8502","850212"
"85","8502","850213"
"85","8502","850220"
"85","8502","850231"
"85","8502","850239"
"85","8503","850300"
"85","8504","850410"
"85","8504","850421"
"85","8504","850422"
"85","8504","850423"
"85","8504","850431"
"85","8504","850432"
"85","8504","850433"
"85","8504","850434"
"85","8504","850440"
"85","8504","850450"
"85","8504","850490"
"85","8505","850511"
"85","8505","850519"
"85","8505","850520"
"85","8505","850590"
"85","8506","850610"
"85","8506","850640"
"85","8506","850650"
"85","8506","850660"
"85","8506","850680"
"85","8506","850690"
"85","8507","850710"
"85","8507","850720"
"85","8507","850730"
"85","8507","850740"
"85","8507","850750"
"85","8507","850760"
"85","8507","850780"
"85","8507","850790"
"85","8508","850811"
"85","8508","850819"
"85","8508","850860"
"85","8508","850870"
"85","8509","850940"
"85","8509","850980"
"85","8509","850990"
"85","8510","851010"
"85","8510","851020"
"85","8510","851030"
"85","8510","851090"
"85","8511","851110"
"85","8511","851120"
"85","8511","851130"
"85","8511","851140"
"85","8511","851150"
"85","8511","851180"
"85","8511","851190"
"85","8512","851210"
"85","8512","851220"
"85","8512","851230"
"85","8512","851240"
"85","8512","851290"
"85","8513","851310"
"85","8513","851390"
"85","8514","851410"
"85","8514","851420"
"85","8514","851430"
"85","8514","851440"
"85","8514","851490"
"85","8515","851511"
"85","8515","851519"
"85","8515","851521"
"85","8515","851529"
"85","8515","851531"
"85","8515","851539"
"85","8515","851580"
"85","8515","851590"
"85","8516","851610"
"85","8516","851621"
"85","8516","851629"
"85","8516","851631"
"85","8516","851640"
"85","8516","851650"
"85","8516","851660"
"85","8516","851671"
"85","8516","851672"
"85","8516","851679"
"85","8516","851680"
"85","8516","851690"
"85","8517","851711"
"85","8517","851712"
"85","8517","851718"
"85","8517","851761"
"85","8517","851762"
"85","8517","851769"
"85","8517","851770"
"85","8518","851810"
"85","8518","851821"
"85","8518","851822"
"85","8518","851829"
"85","8518","851830"
"85","8518","851840"
"85","8518","851850"
"85","8518","851890"
"85","8519","851920"
"85","8519","851930"
"85","8519","851950"
"85","8519","851981"
"85","8519","851989"
"85","8521","852110"
"85","8521","852190"
"85","8522","852290"
"85","8523","852321"
"85","8523","852329"
"85","8523","852341"
"85","8523","852349"
"85","8523","852351"
"85","8523","852352"
"85","8523","852359"
"85","8523","852380"
"85","8525","852550"
"85","8525","852560"
"85","8525","852580"
"85","8526","852610"
"85","8526","852691"
"85","8526","852692"
"85","8527","852713"
"85","8527","852719"
"85","8527","852721"
"85","8527","852729"
"85","8527","852791"
"85","8527","852792"
"85","8527","852799"
"85","8528","852842"
"85","8528","852849"
"85","8528","852852"
"85","8528","852859"
"85","8528","852862"
"85","8528","852869"
"85","8528","852871"
"85","8528","852872"
"85","8529","852910"
"85","8529","852990"
"85","8530","853080"
"85","8530","853090"
"85","8531","853110"
"85","8531","853120"
"85","8531","853180"
"85","8531","853190"
"85","8532","853210"
"85","8532","853221"
"85","8532","853222"
"85","8532","853223"
"85","8532","853224"
"85","8532","853225"
"85","8532","853229"
"85","8532","853230"
"85","8532","853290"
"85","8533","853310"
"85","8533","853321"
"85","8533","853329"
"85","8533","853331"
"85","8533","853339"
"85","8533","853340"
"85","8533","853390"
"85","8534","853400"
"85","8535","853510"
"85","8535","853521"
"85","8535","853529"
"85","8535","853530"
"85","8535","853540"
"85","8535","853590"
"85","8536","853610"
"85","8536","853620"
"85","8536","853630"
"85","8536","853641"
"85","8536","853649"
"85","8536","853650"
"85","8536","853661"
"85","8536","853669"
"85","8536","853670"
"85","8536","853690"
"85","8537","853710"
"85","8537","853720"
"85","8538","853810"
"85","8538","853890"
"85","8539","853910"
"85","8539","853921"
"85","8539","853922"
"85","8539","853929"
"85","8539","853931"
"85","8539","853932"
"85","8539","853939"
"85","8539","853941"
"85","8539","853949"
"85","8539","853950"
"85","8539","853990"
"85","8540","854012"
"85","8540","854020"
"85","8540","854040"
"85","8540","854060"
"85","8540","854071"
"85","8540","854079"
"85","8540","854081"
"85","8540","854089"
"85","8540","854091"
"85","8540","854099"
"85","8541","854110"
"85","8541","854121"
"85","8541","854129"
"85","8541","854130"
"85","8541","854140"
"85","8541","854150"
"85","8541","854160"
"85","8541","854190"
"85","8542","854231"
"85","8542","854232"
"85","8542","854233"
"85","8542","854239"
"85","8542","854290"
"85","8543","854310"
"85","8543","854320"
"85","8543","854330"
"85","8543","854370"
"85","8543","854390"
"85","8544","854411"
"85","8544","854419"
"85","8544","854420"
"85","8544","854430"
"85","8544","854442"
"85","8544","854449"
"85","8544","854460"
"85","8544","854470"
"85","8545","854511"
"85","8545","854519"
"85","8545","854520"
"85","8545","854590"
"85","8546","854610"
"85","8546","854620"
"85","8546","854690"
"85","8547","854710"
"85","8547","854720"
"85","8547","854790"
"85","8548","854890"
"86","8602","860210"
"86","8604","860400"
"86","8607","860712"
"86","8607","860719"
"86","8607","860721"
"86","8607","860729"
"86","8607","860730"
"86","8607","860791"
"86","8607","860799"
"86","8608","860800"
"86","8609","860900"
"87","8701","870110"
"87","8701","870130"
"87","8701","870191"
"87","8701","870192"
"87","8701","870193"
"87","8701","870195"
"87","8702","870210"
"87","8702","870290"
"87","8703","870310"
"87","8703","870321"
"87","8703","870322"
"87","8703","870323"
"87","8703","870324"
"87","8703","870332"
"87","8703","870333"
"87","8703","870340"
"87","8703","870360"
"87","8703","870380"
"87","8703","870390"
"87","8704","870410"
"87","8704","870421"
"87","8704","870422"
"87","8704","870431"
"87","8704","870432"
"87","8705","870530"
"87","8705","870590"
"87","8706","870600"
"87","8707","870710"
"87","8707","870790"
"87","8708","870810"
"87","8708","870821"
"87","8708","870829"
"87","8708","870830"
"87","8708","870840"
"87","8708","870850"
"87","8708","870870"
"87","8708","870880"
"87","8708","870891"
"87","8708","870892"
"87","8708","870893"
"87","8708","870894"
"87","8708","870895"
"87","8708","870899"
"87","8709","870911"
"87","8709","870919"
"87","8709","870990"
"87","8711","871150"
"87","8711","871160"
"87","8711","871190"
"87","8712","871200"
"87","8713","871310"
"87","8713","871390"
"87","8714","871410"
"87","8714","871420"
"87","8714","871491"
"87","8714","871492"
"87","8714","871493"
"87","8714","871494"
"87","8714","871495"
"87","8714","871496"
"87","8714","871499"
"87","8715","871500"
"87","8716","871610"
"87","8716","871631"
"87","8716","871639"
"87","8716","871640"
"87","8716","871680"
"87","8716","871690"
"88","8801","880100"
"88","8802","880211"
"88","8802","880212"
"88","8802","880220"
"88","8802","880230"
"88","8802","880240"
"88","8803","880310"
"88","8803","880320"
"88","8803","880330"
"88","8803","880390"
"88","8804","880400"
"88","8805","880510"
"88","8805","880529"
"89","8903","890310"
"89","8903","890391"
"89","8903","890392"
"89","8903","890399"
"89","8905","890520"
"89","8905","890590"
"89","8906","890690"
"89","8907","890710"
"89","8907","890790"
"89","8908","890800"
"90","9001","900110"
"90","9001","900120"
"90","9001","900130"
"90","9001","900140"
"90","9001","900150"
"90","9001","900190"
"90","9002","900211"
"90","9002","900219"
"90","9002","900220"
"90","9002","900290"
"90","9003","900311"
"90","9003","900319"
"90","9003","900390"
"90","9004","900410"
"90","9004","900490"
"90","9005","900510"
"90","9005","900580"
"90","9005","900590"
"90","9006","900630"
"90","9006","900640"
"90","9006","900652"
"90","9006","900653"
"90","9006","900661"
"90","9006","900669"
"90","9006","900691"
"90","9006","900699"
"90","9007","900710"
"90","9007","900720"
"90","9007","900791"
"90","9007","900792"
"90","9008","900850"
"90","9008","900890"
"90","9010","901010"
"90","9010","901050"
"90","9010","901060"
"90","9010","901090"
"90","9011","901110"
"90","9011","901120"
"90","9011","901180"
"90","9011","901190"
"90","9012","901210"
"90","9012","901290"
"90","9013","901310"
"90","9013","901320"
"90","9013","901380"
"90","9013","901390"
"90","9014","901410"
"90","9014","901420"
"90","9014","901480"
"90","9014","901490"
"90","9015","901510"
"90","9015","901520"
"90","9015","901530"
"90","9015","901540"
"90","9015","901580"
"90","9015","901590"
"90","9016","901600"
"90","9017","901710"
"90","9017","901720"
"90","9017","901730"
"90","9017","901780"
"90","9017","901790"
"90","9018","901811"
"90","9018","901812"
"90","9018","901813"
"90","9018","901814"
"90","9018","901819"
"90","9018","901820"
"90","9018","901831"
"90","9018","901832"
"90","9018","901839"
"90","9018","901841"
"90","9018","901849"
"90","9018","901850"
"90","9018","901890"
"90","9019","901910"
"90","9019","901920"
"90","9020","902000"
"90","9021","902110"
"90","9021","902121"
"90","9021","902129"
"90","9021","902131"
"90","9021","902139"
"90","9021","902140"
"90","9021","902150"
"90","9021","902190"
"90","9022","902212"
"90","9022","902213"
"90","9022","902214"
"90","9022","902219"
"90","9022","902221"
"90","9022","902229"
"90","9022","902230"
"90","9022","902290"
"90","9023","902300"
"90","9024","902410"
"90","9024","902480"
"90","9024","902490"
"90","9025","902511"
"90","9025","902519"
"90","9025","902580"
"90","9025","902590"
"90","9026","902610"
"90","9026","902620"
"90","9026","902680"
"90","9026","902690"
"90","9027","902710"
"90","9027","902720"
"90","9027","902730"
"90","9027","902750"
"90","9027","902780"
"90","9027","902790"
"90","9028","902810"
"90","9028","902820"
"90","9028","902830"
"90","9028","902890"
"90","9029","902910"
"90","9029","902920"
"90","9029","902990"
"90","9030","903010"
"90","9030","903020"
"90","9030","903031"
"90","9030","903032"
"90","9030","903033"
"90","9030","903039"
"90","9030","903040"
"90","9030","903082"
"90","9030","903084"
"90","9030","903089"
"90","9030","903090"
"90","9031","903110"
"90","9031","903120"
"90","9031","903141"
"90","9031","903149"
"90","9031","903180"
"90","9031","903190"
"90","9032","903210"
"90","9032","903220"
"90","9032","903281"
"90","9032","903289"
"90","9032","903290"
"90","9033","903300"
"91","9102","910211"
"91","9102","910212"
"91","9102","910219"
"91","9102","910221"
"91","9102","910229"
"91","9102","910291"
"91","9102","910299"
"91","9103","910310"
"91","9103","910390"
"91","9104","910400"
"91","9105","910511"
"91","9105","910519"
"91","9105","910521"
"91","9105","910529"
"91","9105","910591"
"91","9105","910599"
"91","9106","910610"
"91","9106","910690"
"91","9107","910700"
"91","9108","910820"
"91","9108","910890"
"91","9109","910910"
"91","9109","910990"
"91","9111","911110"
"91","9112","911220"
"91","9113","911320"
"91","9113","911390"
"91","9114","911430"
"91","9114","911440"
"91","9114","911490"
"92","9201","920110"
"92","9201","920120"
"92","9201","920190"
"92","9202","920210"
"92","9202","920290"
"92","9205","920510"
"92","9205","920590"
"92","9206","920600"
"92","9207","920710"
"92","9207","920790"
"92","9208","920810"
"92","9208","920890"
"92","9209","920930"
"92","9209","920991"
"92","9209","920992"
"92","9209","920994"
"92","9209","920999"
"93","9303","930390"
"93","9304","930400"
"93","9305","930599"
"93","9306","930629"
"93","9307","930700"
"94","9401","940110"
"94","9401","940120"
"94","9401","940130"
"94","9401","940140"
"94","9401","940152"
"94","9401","940153"
"94","9401","940161"
"94","9401","940169"
"94","9401","940171"
"94","9401","940179"
"94","9401","940180"
"94","9401","940190"
"94","9402","940210"
"94","9402","940290"
"94","9403","940310"
"94","9403","940320"
"94","9403","940330"
"94","9403","940340"
"94","9403","940350"
"94","9403","940360"
"94","9403","940370"
"94","9403","940383"
"94","9403","940389"
"94","9403","940390"
"94","9404","940410"
"94","9404","940421"
"94","9404","940429"
"94","9404","940430"
"94","9404","940490"
"94","9405","940510"
"94","9405","940520"
"94","9405","940530"
"94","9405","940540"
"94","9405","940550"
"94","9405","940560"
"94","9405","940591"
"94","9405","940592"
"94","9405","940599"
"94","9406","940610"
"94","9406","940690"
"95","9503","950300"
"95","9504","950420"
"95","9504","950430"
"95","9504","950440"
"95","9504","950450"
"95","9504","950490"
"95","9505","950510"
"95","9505","950590"
"95","9506","950611"
"95","9506","950612"
"95","9506","950619"
